university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,medicina,2020-11-12,male,13,barrancas,robert45@yahoo.com,frank,luna
universidad tecnológica nacional,medicina,2020-09-22,female,40,ingeniero balbin,whenry@yahoo.com,daisy,schneider
universidad tecnológica nacional,ingeniería mecánica,2020-09-29,male,95,colonia belgrano,heathergill@yahoo.com,benjamin,norman
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-21,female,74,arbol verde,justin80@gmail.com,victoria,krueger
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-17,female,115,el pimpollo,timothymyers@gmail.com,kimberly,meyers
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-04,male,73,villa dominico,frank72@gmail.com,derrick,jenkins
universidad tecnológica nacional,actuario,2020-12-18,male,58,aguirre cue,shaunmiles@hotmail.com,dr.,ryan
universidad tecnológica nacional,ingeniería en informática,2020-12-29,male,105,campo sabate,rosariorenee@yahoo.com,mr.,christopher
universidad tecnológica nacional,licenciatura en administración,2021-01-16,male,18,condarco,fward@hotmail.com,thomas,reed
universidad tecnológica nacional,licenciatura en psicología,2021-01-28,female,55,baños lunlunta,esandoval@hotmail.com,kristin,smith
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-07,male,91,aguada san roque,herrerajesse@yahoo.com,robert,cain
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-25,female,39,escuela agricola don bosco,mcmahonkimberly@yahoo.com,angela,green
universidad tecnológica nacional,medicina,2021-01-27,female,87,kilometro 374,floydvincent@yahoo.com,amanda,allen
universidad tecnológica nacional,agronomía,2020-09-10,female,62,acasape,michellelewis@hotmail.com,ashley,martinez
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-16,male,112,estacion saladas,estephens@yahoo.com,jonathan,jacobs
universidad tecnológica nacional,ingeniería mecánica,2021-02-01,female,22,las quintas,nwhite@gmail.com,allison,fischer
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-25,female,89,bañado norte,matthewvincent@hotmail.com,amber,mcbride
universidad tecnológica nacional,farmacia,2020-11-29,female,63,benitez,tpetty@gmail.com,laura,dawson
universidad tecnológica nacional,diseño industrial,2020-10-27,male,98,agua amarilla la hoyada,jennifer61@hotmail.com,marcus,houston
universidad tecnológica nacional,ingeniería mecánica,2020-11-06,female,54,campo yaguarete,cookjohn@gmail.com,debbie,bell
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-13,female,113,longchamps,bduncan@yahoo.com,stacey,jenkins
universidad tecnológica nacional,ingeniería en informática,2020-11-16,female,32,estrada,steverodriguez@hotmail.com,catherine,norris
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,male,112,sierra de la ventana,fmcgee@yahoo.com,christopher,castaneda
universidad tecnológica nacional,ciencias veterinarias,2021-01-19,male,83,bagual,nicholas52@gmail.com,eric,jones
universidad tecnológica nacional,bioquímica,2020-12-23,male,83,aguada de las tejas,achan@hotmail.com,steven,mills
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-28,male,36,aeropuerto ezeiza,tanderson@gmail.com,matthew,bennett
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-28,male,60,dique toma,elizabeth52@hotmail.com,paul,miller
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-09,male,65,la porteña,brendan63@yahoo.com,william,brooks
universidad tecnológica nacional,ingeniería electrónica,2020-12-28,male,114,colonia roca,michael59@gmail.com,david,herman
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-16,male,66,cañada de gomez,brandonsmith@yahoo.com,mark,wright
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-13,male,101,17 de agosto,esullivan@yahoo.com,andrew,robbins
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-03,male,111,benito juarez,craigjackson@gmail.com,daniel,palmer
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-09,female,99,firmat,xkelly@hotmail.com,alice,fitzgerald
universidad tecnológica nacional,licenciatura en administración,2020-10-14,female,86,antonio tomas,matthew90@hotmail.com,kimberly,rivera
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-20,female,50,colonia bella italia,isaac95@gmail.com,madison,sims
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-20,female,80,balneario oceano,anthonydoyle@hotmail.com,sara,andrews
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-26,male,107,caimancito,tonyamora@hotmail.com,samuel,greer
universidad tecnológica nacional,licenciatura en sociología,2021-01-18,female,80,colonia bella italia,choichristine@gmail.com,laura,bennett
universidad tecnológica nacional,ingeniería en informática,2021-01-13,female,51,valle de las leñas,stephen32@yahoo.com,dana,thomas
universidad tecnológica nacional,ciencias veterinarias,2020-10-29,female,111,comandante nicanor otamendi,vwood@yahoo.com,ms.,jill
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-17,male,42,guillermo e hudson,wtyler@gmail.com,chase,reed
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-03,male,43,costa del este,davisandrea@yahoo.com,michael,smith
universidad tecnológica nacional,ingeniería mecánica,2020-11-21,male,25,arteaga,ijoseph@yahoo.com,bruce,colon
universidad tecnológica nacional,diseño industrial,2021-01-10,female,66,san isidro,linda96@gmail.com,valerie,garcia
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-25,male,31,albardon,ctaylor@yahoo.com,joseph,carroll
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-21,male,94,almirante solier,mfigueroa@hotmail.com,james,simpson
universidad tecnológica nacional,bioquímica,2020-10-02,female,11,cura malal,michelle25@yahoo.com,ashley,salas
universidad tecnológica nacional,bioquímica,2020-12-01,male,73,colonia cello,maryadams@yahoo.com,russell,houston
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-22,male,63,abramo,tmcgee@yahoo.com,derrick,thornton
universidad tecnológica nacional,licenciatura en sociología,2021-01-13,female,59,buena nueva,krystal92@gmail.com,cindy,chavez
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-23,male,92,colonia morgan,qknight@hotmail.com,eric,shields
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-23,male,55,d orbigny,emilywatson@yahoo.com,michael,curtis
universidad tecnológica nacional,licenciatura en sociología,2020-09-10,female,8,arroyo de la ventana,sean51@yahoo.com,shannon,thomas
universidad tecnológica nacional,actuario,2020-09-10,male,99,asuncion maria,pgriffin@yahoo.com,james,willis
universidad tecnológica nacional,licenciatura en psicología,2020-12-28,male,66,capdepont,xmcdonald@hotmail.com,robert,jones
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-28,male,26,ricardo rojas,lawrencestacy@gmail.com,michael,medina
universidad tecnológica nacional,licenciatura en psicología,2021-02-01,female,15,calchaqui,davidwhite@gmail.com,andrea,cunningham
universidad tecnológica nacional,ciencias veterinarias,2021-01-01,male,109,florida,luistucker@hotmail.com,thomas,johnson
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-11,male,85,el jupiter,jennifer78@yahoo.com,james,stevens
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-03,male,17,6 de septiembre,tammy55@yahoo.com,derek,johnson
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-31,female,43,el carmen,hendersonkathleen@gmail.com,allison,stone
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-28,female,84,8 de diciembre,logantracy@hotmail.com,holly,baker
universidad tecnológica nacional,ingeniería en informática,2021-02-01,female,63,carlos spegazzini,jonathanbright@hotmail.com,jennifer,taylor
universidad tecnológica nacional,licenciatura en artes,2021-01-28,female,77,campo monte la viruela,tbryan@hotmail.com,carla,atkinson
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-20,male,28,acassuso,brianwright@yahoo.com,jose,nguyen
universidad tecnológica nacional,farmacia,2020-12-09,male,31,campo clucellas,carl14@gmail.com,james,schneider
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-23,male,70,escuela agricola don bosco,gmurillo@yahoo.com,darrell,shepherd
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-14,female,30,edmundo perkins,zachary72@yahoo.com,megan,williams
universidad tecnológica nacional,ciencias veterinarias,2020-12-23,female,87,adolfo gonzales chaves,david65@hotmail.com,christine,washington
universidad tecnológica nacional,bioquímica,2020-10-15,female,93,bajo la cancha,tmora@hotmail.com,crystal,brewer
universidad tecnológica nacional,licenciatura en sociología,2020-11-23,female,34,los cardos,keith53@hotmail.com,victoria,smith
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-07,female,19,arroyo molino,jason15@yahoo.com,rachel,horn
universidad tecnológica nacional,agronomía,2020-09-05,female,58,avena,thawkins@gmail.com,rebekah,hansen
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-21,male,33,caa yari,rmiller@gmail.com,omar,ballard
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-03,male,7,agua de los manantiales,beckyalvarez@yahoo.com,steven,bautista
universidad tecnológica nacional,ingeniería electrónica,2020-10-08,male,20,francisco berra,laurie62@yahoo.com,michael,martinez
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-13,female,30,13 de enero,zwhite@yahoo.com,ashley,jordan
universidad tecnológica nacional,farmacia,2020-09-15,female,48,cazon,glove@hotmail.com,elizabeth,nichols
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-29,male,96,alto verde,carrchristina@gmail.com,christian,gibson
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-21,male,75,bocayuba,robertsjohn@hotmail.com,james,butler
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-15,male,56,general guido,patricia49@gmail.com,joe,noble
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-08,female,68,alberto gerchunoff,tony08@gmail.com,ashley,ruiz
universidad tecnológica nacional,actuario,2020-09-25,male,79,base naval rio santiago,zsmith@yahoo.com,tony,burton
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,male,43,arenoso,hpitts@yahoo.com,raymond,horn
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-21,male,3,cholila,dixondaniel@yahoo.com,jason,phillips
universidad tecnológica nacional,ingeniería electrónica,2021-01-15,female,11,catua,hatfieldmackenzie@gmail.com,morgan,gonzales
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-20,female,30,caleufu,johnsonvanessa@yahoo.com,susan,hoover
universidad tecnológica nacional,ciencias veterinarias,2020-11-03,female,82,laguna del barro,timothymurphy@yahoo.com,sara,webb
universidad tecnológica nacional,licenciatura en sociología,2020-11-12,male,32,cushamen,juliajones@yahoo.com,ryan,watson
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-17,female,41,sey,brianamcfarland@gmail.com,briana,vasquez
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-15,male,70,el pampero,arosario@gmail.com,daniel,allen
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-25,male,13,alto las lechuzas,willieblake@hotmail.com,bruce,mcdonald
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-30,female,71,alpasinche,pbarnes@yahoo.com,gina,fisher
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-10,female,75,barrio emir ramon juarez,leejames@hotmail.com,angela,jenkins
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-22,female,84,arroyo urquiza,mason79@gmail.com,karen,andrews
universidad tecnológica nacional,farmacia,2020-09-07,female,22,barrio el molino,aevans@gmail.com,maria,mcgrath
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-17,female,11,banderalo,marc41@yahoo.com,elizabeth,benjamin
universidad tecnológica nacional,licenciatura en psicología,2020-11-20,male,22,colonia los lapachos,xrogers@gmail.com,zachary,ball
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-07,female,103,chilecito,brandonwaller@hotmail.com,angela,clark
universidad tecnológica nacional,ingeniería en informática,2021-01-21,male,46,isla,hrichardson@yahoo.com,joseph,peterson
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,female,42,cañadon botello,josephweiss@hotmail.com,julia,rocha
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-26,female,108,cinco saltos,kristinbrown@yahoo.com,leslie,garcia
universidad tecnológica nacional,medicina,2020-09-25,female,94,el sombrerito,maria40@gmail.com,natalie,johnson
universidad tecnológica nacional,licenciatura en psicología,2020-12-04,male,72,avellaneda,swalters@yahoo.com,anthony,lee
universidad tecnológica nacional,ingeniería en informática,2020-10-31,female,75,el retiro,sarah14@gmail.com,alexis,odonnell
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-21,male,8,catinzaco,angela69@gmail.com,nathan,williams
universidad tecnológica nacional,arquitectura,2020-11-05,male,6,costa del este,tylerharris@yahoo.com,michael,hayes
universidad tecnológica nacional,ingeniería en informática,2020-12-03,female,63,alto del saladillo,jharris@hotmail.com,elizabeth,woods
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-01,female,72,allen,edwardmann@yahoo.com,nichole,morton
universidad tecnológica nacional,farmacia,2020-12-03,female,92,arbuco,gmartinez@gmail.com,mackenzie,hooper
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-24,male,109,alto del molle,kevinjackson@yahoo.com,daniel,lewis
